year,month,state,monthNum_1,fatalities,name,year_2,month_2,state_2,monthNum_2,fatalitiesNonCovid,year,month,state,monthNum,covidFatalities
2020,Apr.20,AR,3,1,AR_Apr 2020,2020,Apr.20,AR,3,1,,,,,
2020,Apr.20,ID,3,1,ID_Apr 2020,2020,Apr.20,ID,3,1,,,,,
2020,Mar.20,AL,2,2,AL_Mar 2020,2020,Mar.20,AL,2,2,,,,,
2020,Mar.20,TN,2,5,TN_Mar 2020,2020,Mar.20,TN,2,5,,,,,
2020,Mar.20,SC,2,1,SC_Mar 2020,2020,Mar.20,SC,2,1,,,,,
2020,Mar.20,TX,2,15,TX_Mar 2020,2020,Mar.20,TX,2,15,,,,,
2020,Mar.20,LA,2,3,LA_Mar 2020,2020,Mar.20,LA,2,3,,,,,
2020,Mar.20,NM,2,2,NM_Mar 2020,2020,Mar.20,NM,2,2,,,,,
2020,Mar.20,AR,2,3,AR_Mar 2020,2020,Mar.20,AR,2,3,,,,,
2020,Mar.20,MN,2,1,MN_Mar 2020,2020,Mar.20,MN,2,1,,,,,
2020,Mar.20,NH,2,2,NH_Mar 2020,2020,Mar.20,NH,2,2,,,,,
2020,Mar.20,FL,2,5,FL_Mar 2020,2020,Mar.20,FL,2,5,,,,,
2020,Mar.20,ID,2,1,ID_Mar 2020,2020,Mar.20,ID,2,1,,,,,
2020,Mar.20,IN,2,4,IN_Mar 2020,2020,Mar.20,IN,2,4,,,,,
2020,Mar.20,KS,2,1,KS_Mar 2020,2020,Mar.20,KS,2,1,,,,,
2020,Mar.20,KY,2,3,KY_Mar 2020,2020,Mar.20,KY,2,3,,,,,
2020,Mar.20,WI,2,3,WI_Mar 2020,2020,Mar.20,WI,2,3,,,,,
2020,Mar.20,MD,2,1,MD_Mar 2020,2020,Mar.20,MD,2,1,,,,,
2020,Mar.20,GA,2,4,GA_Mar 2020,2020,Mar.20,GA,2,4,,,,,
2020,Mar.20,RI,2,1,RI_Mar 2020,2020,Mar.20,RI,2,1,,,,,
2020,Mar.20,OR,2,3,OR_Mar 2020,2020,Mar.20,OR,2,3,,,,,
2020,Mar.20,NC,2,1,NC_Mar 2020,2020,Mar.20,NC,2,1,,,,,
2020,Mar.20,OH,2,2,OH_Mar 2020,2020,Mar.20,OH,2,2,,,,,
2020,Mar.20,UT,2,1,UT_Mar 2020,2020,Mar.20,UT,2,1,,,,,
2020,Mar.20,OK,2,1,OK_Mar 2020,2020,Mar.20,OK,2,1,,,,,
2020,Mar.20,DE,2,1,DE_Mar 2020,2020,Mar.20,DE,2,1,,,,,
2020,Mar.20,MS,2,1,MS_Mar 2020,2020,Mar.20,MS,2,1,,,,,
2020,Feb.20,WI,1,2,WI_Feb 2020,2020,Feb.20,WI,1,2,,,,,
2020,Feb.20,TX,1,13,TX_Feb 2020,2020,Feb.20,TX,1,13,,,,,
2020,Feb.20,OR,1,2,OR_Feb 2020,2020,Feb.20,OR,1,2,,,,,
2020,Feb.20,PA,1,4,PA_Feb 2020,2020,Feb.20,PA,1,4,,,,,
2020,Feb.20,FL,1,4,FL_Feb 2020,2020,Feb.20,FL,1,4,,,,,
2020,Feb.20,CA,1,10,CA_Feb 2020,2020,Feb.20,CA,1,10,,,,,
2020,Feb.20,AL,1,3,AL_Feb 2020,2020,Feb.20,AL,1,3,,,,,
2020,Feb.20,NJ,1,4,NJ_Feb 2020,2020,Feb.20,NJ,1,4,,,,,
2020,Feb.20,OK,1,6,OK_Feb 2020,2020,Feb.20,OK,1,6,,,,,
2020,Feb.20,NC,1,2,NC_Feb 2020,2020,Feb.20,NC,1,2,,,,,
2020,Feb.20,CO,1,1,CO_Feb 2020,2020,Feb.20,CO,1,1,,,,,
2020,Feb.20,TN,1,2,TN_Feb 2020,2020,Feb.20,TN,1,2,,,,,
2020,Feb.20,GA,1,3,GA_Feb 2020,2020,Feb.20,GA,1,3,,,,,
2020,Feb.20,OH,1,3,OH_Feb 2020,2020,Feb.20,OH,1,3,,,,,
2020,Feb.20,NY,1,8,NY_Feb 2020,2020,Feb.20,NY,1,8,,,,,
2020,Feb.20,SC,1,2,SC_Feb 2020,2020,Feb.20,SC,1,2,,,,,
2020,Feb.20,AZ,1,2,AZ_Feb 2020,2020,Feb.20,AZ,1,2,,,,,
2020,Feb.20,MD,1,2,MD_Feb 2020,2020,Feb.20,MD,1,2,,,,,
2020,Feb.20,KS,1,1,KS_Feb 2020,2020,Feb.20,KS,1,1,,,,,
2020,Feb.20,IA,1,2,IA_Feb 2020,2020,Feb.20,IA,1,2,,,,,
2020,Feb.20,MI,1,1,MI_Feb 2020,2020,Feb.20,MI,1,1,,,,,
2020,Feb.20,VA,1,2,VA_Feb 2020,2020,Feb.20,VA,1,2,,,,,
2020,Feb.20,WV,1,1,WV_Feb 2020,2020,Feb.20,WV,1,1,,,,,
2020,Feb.20,MO,1,1,MO_Feb 2020,2020,Feb.20,MO,1,1,,,,,
2020,Feb.20,IL,1,1,IL_Feb 2020,2020,Feb.20,IL,1,1,,,,,
2020,Feb.20,UT,1,1,UT_Feb 2020,2020,Feb.20,UT,1,1,,,,,
2020,Feb.20,VT,1,1,VT_Feb 2020,2020,Feb.20,VT,1,1,,,,,
2020,Feb.20,IN,1,1,IN_Feb 2020,2020,Feb.20,IN,1,1,,,,,
2020,Feb.20,LA,1,1,LA_Feb 2020,2020,Feb.20,LA,1,1,,,,,
2020,Feb.20,KY,1,1,KY_Feb 2020,2020,Feb.20,KY,1,1,,,,,
2020,Jan.20,PA,0,3,PA_Jan 2020,2020,Jan.20,PA,0,3,,,,,
2020,Jan.20,MA,0,2,MA_Jan 2020,2020,Jan.20,MA,0,2,,,,,
2020,Jan.20,UT,0,1,UT_Jan 2020,2020,Jan.20,UT,0,1,,,,,
2020,Jan.20,ND,0,1,ND_Jan 2020,2020,Jan.20,ND,0,1,,,,,
2020,Jan.20,FL,0,12,FL_Jan 2020,2020,Jan.20,FL,0,12,,,,,
2020,Jan.20,NC,0,5,NC_Jan 2020,2020,Jan.20,NC,0,5,,,,,
2020,Jan.20,TX,0,9,TX_Jan 2020,2020,Jan.20,TX,0,9,,,,,
2020,Jan.20,NY,0,4,NY_Jan 2020,2020,Jan.20,NY,0,4,,,,,
2020,Jan.20,NJ,0,5,NJ_Jan 2020,2020,Jan.20,NJ,0,5,,,,,
2020,Jan.20,MO,0,1,MO_Jan 2020,2020,Jan.20,MO,0,1,,,,,
2020,Jan.20,MD,0,2,MD_Jan 2020,2020,Jan.20,MD,0,2,,,,,
2020,Jan.20,IN,0,3,IN_Jan 2020,2020,Jan.20,IN,0,3,,,,,
2020,Jan.20,VA,0,1,VA_Jan 2020,2020,Jan.20,VA,0,1,,,,,
2020,Jan.20,CA,0,5,CA_Jan 2020,2020,Jan.20,CA,0,5,,,,,
2020,Jan.20,OH,0,4,OH_Jan 2020,2020,Jan.20,OH,0,4,,,,,
2020,Jan.20,WV,0,1,WV_Jan 2020,2020,Jan.20,WV,0,1,,,,,
2020,Jan.20,LA,0,2,LA_Jan 2020,2020,Jan.20,LA,0,2,,,,,
2020,Jan.20,SD,0,2,SD_Jan 2020,2020,Jan.20,SD,0,2,,,,,
2020,Jan.20,MI,0,2,MI_Jan 2020,2020,Jan.20,MI,0,2,,,,,
2020,Jan.20,KY,0,1,KY_Jan 2020,2020,Jan.20,KY,0,1,,,,,
2020,Jan.20,GA,0,4,GA_Jan 2020,2020,Jan.20,GA,0,4,,,,,
2020,Jan.20,WI,0,2,WI_Jan 2020,2020,Jan.20,WI,0,2,,,,,
2020,Jan.20,AZ,0,3,AZ_Jan 2020,2020,Jan.20,AZ,0,3,,,,,
2020,Jan.20,OR,0,5,OR_Jan 2020,2020,Jan.20,OR,0,5,,,,,
2020,Jan.20,NV,0,1,NV_Jan 2020,2020,Jan.20,NV,0,1,,,,,
2020,Jan.20,OK,0,4,OK_Jan 2020,2020,Jan.20,OK,0,4,,,,,
2020,Jan.20,AR,0,1,AR_Jan 2020,2020,Jan.20,AR,0,1,,,,,
2020,Jan.20,IL,0,3,IL_Jan 2020,2020,Jan.20,IL,0,3,,,,,
2020,Jan.20,AL,0,2,AL_Jan 2020,2020,Jan.20,AL,0,2,,,,,
2020,Jan.20,SC,0,1,SC_Jan 2020,2020,Jan.20,SC,0,1,,,,,
2020,Jan.20,NE,0,1,NE_Jan 2020,2020,Jan.20,NE,0,1,,,,,
2019,Dec.19,NC,11,2,NC_Dec 2019,2019,Dec.19,NC,11,2,,,,,
2019,Dec.19,OK,11,2,OK_Dec 2019,2019,Dec.19,OK,11,2,,,,,
2019,Dec.19,TX,11,13,TX_Dec 2019,2019,Dec.19,TX,11,13,,,,,
2019,Dec.19,KY,11,5,KY_Dec 2019,2019,Dec.19,KY,11,5,,,,,
2019,Dec.19,IL,11,4,IL_Dec 2019,2019,Dec.19,IL,11,4,,,,,
2019,Dec.19,AR,11,1,AR_Dec 2019,2019,Dec.19,AR,11,1,,,,,
2019,Dec.19,VA,11,4,VA_Dec 2019,2019,Dec.19,VA,11,4,,,,,
2019,Dec.19,NY,11,4,NY_Dec 2019,2019,Dec.19,NY,11,4,,,,,
2019,Dec.19,MA,11,2,MA_Dec 2019,2019,Dec.19,MA,11,2,,,,,
2019,Dec.19,LA,11,2,LA_Dec 2019,2019,Dec.19,LA,11,2,,,,,
2019,Dec.19,ID,11,1,ID_Dec 2019,2019,Dec.19,ID,11,1,,,,,
2019,Dec.19,WY,11,1,WY_Dec 2019,2019,Dec.19,WY,11,1,,,,,
2019,Dec.19,DC,11,1,DC_Dec 2019,2019,Dec.19,DC,11,1,,,,,
2019,Dec.19,IN,11,2,IN_Dec 2019,2019,Dec.19,IN,11,2,,,,,
2019,Dec.19,MS,11,3,MS_Dec 2019,2019,Dec.19,MS,11,3,,,,,
2019,Dec.19,CA,11,7,CA_Dec 2019,2019,Dec.19,CA,11,7,,,,,
2019,Dec.19,NE,11,1,NE_Dec 2019,2019,Dec.19,NE,11,1,,,,,
2019,Dec.19,SD,11,1,SD_Dec 2019,2019,Dec.19,SD,11,1,,,,,
2019,Dec.19,SC,11,4,SC_Dec 2019,2019,Dec.19,SC,11,4,,,,,
2019,Dec.19,FL,11,3,FL_Dec 2019,2019,Dec.19,FL,11,3,,,,,
2019,Dec.19,PA,11,1,PA_Dec 2019,2019,Dec.19,PA,11,1,,,,,
2019,Dec.19,RI,11,1,RI_Dec 2019,2019,Dec.19,RI,11,1,,,,,
2019,Dec.19,MI,11,3,MI_Dec 2019,2019,Dec.19,MI,11,3,,,,,
2019,Dec.19,GA,11,3,GA_Dec 2019,2019,Dec.19,GA,11,3,,,,,
2019,Dec.19,NJ,11,3,NJ_Dec 2019,2019,Dec.19,NJ,11,3,,,,,
2019,Dec.19,CO,11,2,CO_Dec 2019,2019,Dec.19,CO,11,2,,,,,
2019,Dec.19,AL,11,3,AL_Dec 2019,2019,Dec.19,AL,11,3,,,,,
2019,Dec.19,MN,11,1,MN_Dec 2019,2019,Dec.19,MN,11,1,,,,,
2019,Dec.19,OH,11,2,OH_Dec 2019,2019,Dec.19,OH,11,2,,,,,
2019,Dec.19,UT,11,1,UT_Dec 2019,2019,Dec.19,UT,11,1,,,,,
2019,Dec.19,KS,11,1,KS_Dec 2019,2019,Dec.19,KS,11,1,,,,,
2019,Dec.19,WI,11,1,WI_Dec 2019,2019,Dec.19,WI,11,1,,,,,
2019,Dec.19,ND,11,1,ND_Dec 2019,2019,Dec.19,ND,11,1,,,,,
2019,Dec.19,OR,11,1,OR_Dec 2019,2019,Dec.19,OR,11,1,,,,,
2019,Dec.19,DE,11,1,DE_Dec 2019,2019,Dec.19,DE,11,1,,,,,
2019,Dec.19,AZ,11,1,AZ_Dec 2019,2019,Dec.19,AZ,11,1,,,,,
2019,Dec.19,IA,11,1,IA_Dec 2019,2019,Dec.19,IA,11,1,,,,,
2019,Nov.19,LA,10,3,LA_Nov 2019,2019,Nov.19,LA,10,3,,,,,
2019,Nov.19,FL,10,11,FL_Nov 2019,2019,Nov.19,FL,10,11,,,,,
2019,Nov.19,ND,10,2,ND_Nov 2019,2019,Nov.19,ND,10,2,,,,,
2019,Nov.19,NJ,10,3,NJ_Nov 2019,2019,Nov.19,NJ,10,3,,,,,
2019,Nov.19,SC,10,4,SC_Nov 2019,2019,Nov.19,SC,10,4,,,,,
2019,Nov.19,HI,10,1,HI_Nov 2019,2019,Nov.19,HI,10,1,,,,,
2019,Nov.19,IA,10,2,IA_Nov 2019,2019,Nov.19,IA,10,2,,,,,
2019,Nov.19,OK,10,2,OK_Nov 2019,2019,Nov.19,OK,10,2,,,,,
2019,Nov.19,TX,10,16,TX_Nov 2019,2019,Nov.19,TX,10,16,,,,,
2019,Nov.19,MA,10,3,MA_Nov 2019,2019,Nov.19,MA,10,3,,,,,
2019,Nov.19,MI,10,3,MI_Nov 2019,2019,Nov.19,MI,10,3,,,,,
2019,Nov.19,PA,10,3,PA_Nov 2019,2019,Nov.19,PA,10,3,,,,,
2019,Nov.19,CO,10,1,CO_Nov 2019,2019,Nov.19,CO,10,1,,,,,
2019,Nov.19,CA,10,8,CA_Nov 2019,2019,Nov.19,CA,10,8,,,,,
2019,Nov.19,OH,10,4,OH_Nov 2019,2019,Nov.19,OH,10,4,,,,,
2019,Nov.19,ME,10,2,ME_Nov 2019,2019,Nov.19,ME,10,2,,,,,
2019,Nov.19,IN,10,3,IN_Nov 2019,2019,Nov.19,IN,10,3,,,,,
2019,Nov.19,DE,10,1,DE_Nov 2019,2019,Nov.19,DE,10,1,,,,,
2019,Nov.19,IL,10,3,IL_Nov 2019,2019,Nov.19,IL,10,3,,,,,
2019,Nov.19,OR,10,5,OR_Nov 2019,2019,Nov.19,OR,10,5,,,,,
2019,Nov.19,GA,10,5,GA_Nov 2019,2019,Nov.19,GA,10,5,,,,,
2019,Nov.19,NY,10,4,NY_Nov 2019,2019,Nov.19,NY,10,4,,,,,
2019,Nov.19,KS,10,2,KS_Nov 2019,2019,Nov.19,KS,10,2,,,,,
2019,Nov.19,NC,10,2,NC_Nov 2019,2019,Nov.19,NC,10,2,,,,,
2019,Nov.19,SD,10,1,SD_Nov 2019,2019,Nov.19,SD,10,1,,,,,
2019,Nov.19,MN,10,1,MN_Nov 2019,2019,Nov.19,MN,10,1,,,,,
2019,Nov.19,AL,10,1,AL_Nov 2019,2019,Nov.19,AL,10,1,,,,,
2019,Nov.19,MS,10,1,MS_Nov 2019,2019,Nov.19,MS,10,1,,,,,
2019,Nov.19,ID,10,1,ID_Nov 2019,2019,Nov.19,ID,10,1,,,,,
2019,Nov.19,TN,10,3,TN_Nov 2019,2019,Nov.19,TN,10,3,,,,,
2019,Nov.19,NM,10,1,NM_Nov 2019,2019,Nov.19,NM,10,1,,,,,
2019,Nov.19,KY,10,1,KY_Nov 2019,2019,Nov.19,KY,10,1,,,,,
2019,Nov.19,CT,10,1,CT_Nov 2019,2019,Nov.19,CT,10,1,,,,,
2019,Nov.19,WV,10,1,WV_Nov 2019,2019,Nov.19,WV,10,1,,,,,
2019,Nov.19,WI,10,1,WI_Nov 2019,2019,Nov.19,WI,10,1,,,,,
2019,Nov.19,MD,10,1,MD_Nov 2019,2019,Nov.19,MD,10,1,,,,,
2019,Nov.19,AZ,10,1,AZ_Nov 2019,2019,Nov.19,AZ,10,1,,,,,
2019,Nov.19,AR,10,2,AR_Nov 2019,2019,Nov.19,AR,10,2,,,,,
2019,Nov.19,NV,10,1,NV_Nov 2019,2019,Nov.19,NV,10,1,,,,,
2019,Nov.19,UT,10,1,UT_Nov 2019,2019,Nov.19,UT,10,1,,,,,
2019,Oct.19,TX,9,19,TX_Oct 2019,2019,Oct.19,TX,9,19,,,,,
2019,Oct.19,CA,9,5,CA_Oct 2019,2019,Oct.19,CA,9,5,,,,,
2019,Oct.19,HI,9,1,HI_Oct 2019,2019,Oct.19,HI,9,1,,,,,
2019,Oct.19,NC,9,6,NC_Oct 2019,2019,Oct.19,NC,9,6,,,,,
2019,Oct.19,NY,9,11,NY_Oct 2019,2019,Oct.19,NY,9,11,,,,,
2019,Oct.19,PA,9,2,PA_Oct 2019,2019,Oct.19,PA,9,2,,,,,
2019,Oct.19,UT,9,1,UT_Oct 2019,2019,Oct.19,UT,9,1,,,,,
2019,Oct.19,OR,9,5,OR_Oct 2019,2019,Oct.19,OR,9,5,,,,,
2019,Oct.19,VA,9,5,VA_Oct 2019,2019,Oct.19,VA,9,5,,,,,
2019,Oct.19,NE,9,2,NE_Oct 2019,2019,Oct.19,NE,9,2,,,,,
2019,Oct.19,CT,9,1,CT_Oct 2019,2019,Oct.19,CT,9,1,,,,,
2019,Oct.19,IL,9,4,IL_Oct 2019,2019,Oct.19,IL,9,4,,,,,
2019,Oct.19,IN,9,4,IN_Oct 2019,2019,Oct.19,IN,9,4,,,,,
2019,Oct.19,RI,9,1,RI_Oct 2019,2019,Oct.19,RI,9,1,,,,,
2019,Oct.19,KS,9,1,KS_Oct 2019,2019,Oct.19,KS,9,1,,,,,
2019,Oct.19,MS,9,2,MS_Oct 2019,2019,Oct.19,MS,9,2,,,,,
2019,Jun.19,AK,5,1,AK_Jun 2019,2019,Jun.19,AK,5,1,,,,,
2019,Oct.19,AR,9,3,AR_Oct 2019,2019,Oct.19,AR,9,3,,,,,
2019,Oct.19,MI,9,3,MI_Oct 2019,2019,Oct.19,MI,9,3,,,,,
2019,Oct.19,LA,9,5,LA_Oct 2019,2019,Oct.19,LA,9,5,,,,,
2019,Oct.19,ME,9,2,ME_Oct 2019,2019,Oct.19,ME,9,2,,,,,
2019,Oct.19,MD,9,3,MD_Oct 2019,2019,Oct.19,MD,9,3,,,,,
2019,Oct.19,NM,9,2,NM_Oct 2019,2019,Oct.19,NM,9,2,,,,,
2019,Oct.19,SC,9,2,SC_Oct 2019,2019,Oct.19,SC,9,2,,,,,
2019,Oct.19,AZ,9,3,AZ_Oct 2019,2019,Oct.19,AZ,9,3,,,,,
2019,Oct.19,KY,9,1,KY_Oct 2019,2019,Oct.19,KY,9,1,,,,,
2019,Oct.19,FL,9,8,FL_Oct 2019,2019,Oct.19,FL,9,8,,,,,
2019,Oct.19,CO,9,2,CO_Oct 2019,2019,Oct.19,CO,9,2,,,,,
2019,Oct.19,GA,9,5,GA_Oct 2019,2019,Oct.19,GA,9,5,,,,,
2019,Oct.19,TN,9,3,TN_Oct 2019,2019,Oct.19,TN,9,3,,,,,
2019,Oct.19,MO,9,1,MO_Oct 2019,2019,Oct.19,MO,9,1,,,,,
2019,Oct.19,NJ,9,3,NJ_Oct 2019,2019,Oct.19,NJ,9,3,,,,,
2019,Oct.19,OK,9,1,OK_Oct 2019,2019,Oct.19,OK,9,1,,,,,
2019,Oct.19,OH,9,2,OH_Oct 2019,2019,Oct.19,OH,9,2,,,,,
2019,Oct.19,IA,9,1,IA_Oct 2019,2019,Oct.19,IA,9,1,,,,,
2019,Oct.19,MN,9,1,MN_Oct 2019,2019,Oct.19,MN,9,1,,,,,
2019,Oct.19,WV,9,1,WV_Oct 2019,2019,Oct.19,WV,9,1,,,,,
2019,Oct.19,MA,9,1,MA_Oct 2019,2019,Oct.19,MA,9,1,,,,,
2019,Sep.19,IA,8,3,IA_Sep 2019,2019,Sep.19,IA,8,3,,,,,
2019,Sep.19,TX,8,20,TX_Sep 2019,2019,Sep.19,TX,8,20,,,,,
2019,Sep.19,WI,8,5,WI_Sep 2019,2019,Sep.19,WI,8,5,,,,,
2019,Sep.19,CT,8,2,CT_Sep 2019,2019,Sep.19,CT,8,2,,,,,
2019,Sep.19,OK,8,2,OK_Sep 2019,2019,Sep.19,OK,8,2,,,,,
2019,Sep.19,CA,8,15,CA_Sep 2019,2019,Sep.19,CA,8,15,,,,,
2019,Sep.19,LA,8,3,LA_Sep 2019,2019,Sep.19,LA,8,3,,,,,
2019,Sep.19,FL,8,5,FL_Sep 2019,2019,Sep.19,FL,8,5,,,,,
2019,Sep.19,TN,8,3,TN_Sep 2019,2019,Sep.19,TN,8,3,,,,,
2019,Sep.19,VA,8,2,VA_Sep 2019,2019,Sep.19,VA,8,2,,,,,
2019,Sep.19,AL,8,4,AL_Sep 2019,2019,Sep.19,AL,8,4,,,,,
2019,Sep.19,NM,8,2,NM_Sep 2019,2019,Sep.19,NM,8,2,,,,,
2019,Sep.19,PA,8,6,PA_Sep 2019,2019,Sep.19,PA,8,6,,,,,
2019,Sep.19,MO,8,4,MO_Sep 2019,2019,Sep.19,MO,8,4,,,,,
2019,Sep.19,IL,8,5,IL_Sep 2019,2019,Sep.19,IL,8,5,,,,,
2019,Sep.19,GA,8,7,GA_Sep 2019,2019,Sep.19,GA,8,7,,,,,
2019,Sep.19,MN,8,1,MN_Sep 2019,2019,Sep.19,MN,8,1,,,,,
2019,Sep.19,AZ,8,1,AZ_Sep 2019,2019,Sep.19,AZ,8,1,,,,,
2019,Sep.19,MI,8,4,MI_Sep 2019,2019,Sep.19,MI,8,4,,,,,
2019,Sep.19,OH,8,5,OH_Sep 2019,2019,Sep.19,OH,8,5,,,,,
2019,Sep.19,HI,8,1,HI_Sep 2019,2019,Sep.19,HI,8,1,,,,,
2019,Sep.19,NE,8,3,NE_Sep 2019,2019,Sep.19,NE,8,3,,,,,
2019,Sep.19,MD,8,3,MD_Sep 2019,2019,Sep.19,MD,8,3,,,,,
2019,Sep.19,WY,8,1,WY_Sep 2019,2019,Sep.19,WY,8,1,,,,,
2019,Sep.19,NY,8,5,NY_Sep 2019,2019,Sep.19,NY,8,5,,,,,
2019,Sep.19,MS,8,1,MS_Sep 2019,2019,Sep.19,MS,8,1,,,,,
2019,Sep.19,OR,8,2,OR_Sep 2019,2019,Sep.19,OR,8,2,,,,,
2019,Sep.19,IN,8,2,IN_Sep 2019,2019,Sep.19,IN,8,2,,,,,
2019,Sep.19,KY,8,1,KY_Sep 2019,2019,Sep.19,KY,8,1,,,,,
2019,Sep.19,SC,8,1,SC_Sep 2019,2019,Sep.19,SC,8,1,,,,,
2019,Sep.19,ME,8,1,ME_Sep 2019,2019,Sep.19,ME,8,1,,,,,
2019,Sep.19,NC,8,2,NC_Sep 2019,2019,Sep.19,NC,8,2,,,,,
2019,Sep.19,MA,8,1,MA_Sep 2019,2019,Sep.19,MA,8,1,,,,,
2019,Sep.19,KS,8,2,KS_Sep 2019,2019,Sep.19,KS,8,2,,,,,
2019,Sep.19,VI,8,1,VI_Sep 2019,2019,Sep.19,VI,8,1,,,,,
2019,Aug.19,FL,7,12,FL_Aug 2019,2019,Aug.19,FL,7,12,,,,,
2019,Aug.19,MO,7,5,MO_Aug 2019,2019,Aug.19,MO,7,5,,,,,
2019,Aug.19,MI,7,3,MI_Aug 2019,2019,Aug.19,MI,7,3,,,,,
2019,Aug.19,TX,7,17,TX_Aug 2019,2019,Aug.19,TX,7,17,,,,,
2019,Aug.19,NM,7,1,NM_Aug 2019,2019,Aug.19,NM,7,1,,,,,
2019,Aug.19,SC,7,4,SC_Aug 2019,2019,Aug.19,SC,7,4,,,,,
2019,Aug.19,CA,7,11,CA_Aug 2019,2019,Aug.19,CA,7,11,,,,,
2019,Aug.19,MD,7,2,MD_Aug 2019,2019,Aug.19,MD,7,2,,,,,
2019,Aug.19,AR,7,2,AR_Aug 2019,2019,Aug.19,AR,7,2,,,,,
2019,Aug.19,CO,7,1,CO_Aug 2019,2019,Aug.19,CO,7,1,,,,,
2019,Aug.19,NY,7,10,NY_Aug 2019,2019,Aug.19,NY,7,10,,,,,
2019,Aug.19,IL,7,8,IL_Aug 2019,2019,Aug.19,IL,7,8,,,,,
2019,Aug.19,IA,7,2,IA_Aug 2019,2019,Aug.19,IA,7,2,,,,,
2019,Aug.19,VA,7,4,VA_Aug 2019,2019,Aug.19,VA,7,4,,,,,
2019,Aug.19,NC,7,3,NC_Aug 2019,2019,Aug.19,NC,7,3,,,,,
2019,Aug.19,IN,7,2,IN_Aug 2019,2019,Aug.19,IN,7,2,,,,,
2019,Aug.19,OH,7,5,OH_Aug 2019,2019,Aug.19,OH,7,5,,,,,
2019,Aug.19,KY,7,2,KY_Aug 2019,2019,Aug.19,KY,7,2,,,,,
2019,Aug.19,VT,7,2,VT_Aug 2019,2019,Aug.19,VT,7,2,,,,,
2019,Aug.19,TN,7,2,TN_Aug 2019,2019,Aug.19,TN,7,2,,,,,
2019,Aug.19,PA,7,5,PA_Aug 2019,2019,Aug.19,PA,7,5,,,,,
2019,Aug.19,GA,7,4,GA_Aug 2019,2019,Aug.19,GA,7,4,,,,,
2019,Aug.19,OR,7,8,OR_Aug 2019,2019,Aug.19,OR,7,8,,,,,
2019,Aug.19,ID,7,2,ID_Aug 2019,2019,Aug.19,ID,7,2,,,,,
2019,Aug.19,NJ,7,3,NJ_Aug 2019,2019,Aug.19,NJ,7,3,,,,,
2019,Aug.19,KS,7,2,KS_Aug 2019,2019,Aug.19,KS,7,2,,,,,
2019,Aug.19,MN,7,2,MN_Aug 2019,2019,Aug.19,MN,7,2,,,,,
2019,Aug.19,MT,7,1,MT_Aug 2019,2019,Aug.19,MT,7,1,,,,,
2019,Aug.19,AK,7,1,AK_Aug 2019,2019,Aug.19,AK,7,1,,,,,
2019,Aug.19,ME,7,1,ME_Aug 2019,2019,Aug.19,ME,7,1,,,,,
2019,Aug.19,NE,7,1,NE_Aug 2019,2019,Aug.19,NE,7,1,,,,,
2019,Aug.19,UT,7,1,UT_Aug 2019,2019,Aug.19,UT,7,1,,,,,
2019,Aug.19,LA,7,3,LA_Aug 2019,2019,Aug.19,LA,7,3,,,,,
2019,Aug.19,AZ,7,1,AZ_Aug 2019,2019,Aug.19,AZ,7,1,,,,,
2019,Aug.19,SD,7,1,SD_Aug 2019,2019,Aug.19,SD,7,1,,,,,
2019,Aug.19,MA,7,1,MA_Aug 2019,2019,Aug.19,MA,7,1,,,,,
2019,Aug.19,NV,7,1,NV_Aug 2019,2019,Aug.19,NV,7,1,,,,,
2019,Aug.19,WY,7,1,WY_Aug 2019,2019,Aug.19,WY,7,1,,,,,
2019,Aug.19,OK,7,1,OK_Aug 2019,2019,Aug.19,OK,7,1,,,,,
2019,Aug.19,AL,7,1,AL_Aug 2019,2019,Aug.19,AL,7,1,,,,,
2019,Jul.19,PR,6,1,PR_Jul 2019,2019,Jul.19,PR,6,1,,,,,
2019,Jul.19,TX,6,21,TX_Jul 2019,2019,Jul.19,TX,6,21,,,,,
2019,Jul.19,KS,6,3,KS_Jul 2019,2019,Jul.19,KS,6,3,,,,,
2019,Jul.19,CA,6,18,CA_Jul 2019,2019,Jul.19,CA,6,18,,,,,
2019,Jul.19,AR,6,3,AR_Jul 2019,2019,Jul.19,AR,6,3,,,,,
2019,Jul.19,PA,6,7,PA_Jul 2019,2019,Jul.19,PA,6,7,,,,,
2019,Jul.19,WI,6,5,WI_Jul 2019,2019,Jul.19,WI,6,5,,,,,
2019,Jul.19,GA,6,6,GA_Jul 2019,2019,Jul.19,GA,6,6,,,,,
2019,Jul.19,OH,6,7,OH_Jul 2019,2019,Jul.19,OH,6,7,,,,,
2019,Jul.19,NC,6,7,NC_Jul 2019,2019,Jul.19,NC,6,7,,,,,
2019,Jul.19,NY,6,8,NY_Jul 2019,2019,Jul.19,NY,6,8,,,,,
2019,Jul.19,MS,6,2,MS_Jul 2019,2019,Jul.19,MS,6,2,,,,,
2019,Jul.19,NJ,6,3,NJ_Jul 2019,2019,Jul.19,NJ,6,3,,,,,
2019,Jul.19,LA,6,2,LA_Jul 2019,2019,Jul.19,LA,6,2,,,,,
2019,Jul.19,IN,6,5,IN_Jul 2019,2019,Jul.19,IN,6,5,,,,,
2019,Jul.19,SC,6,5,SC_Jul 2019,2019,Jul.19,SC,6,5,,,,,
2019,Jul.19,HI,6,1,HI_Jul 2019,2019,Jul.19,HI,6,1,,,,,
